record_id,borrower_id,borrower_name,segment,constitution,sector,geography,business_vintage_years,loan_type,sanctioned_limit,outstanding_amount,collateral_available,CGTMSE_flag,cluster_id,anchor_buyer_id,obs_month,current_dpd,max_dpd_last_12m,emi_bounce_count_6m,cheque_return_count_6m,si_ecs_bounce_count_6m,repayment_regularity_score,cc_utilization_avg_3m,cc_utilization_avg_6m,cc_utilization_volatility,drawing_power_decline_pct,overdue_days_trend,SMA_status,gst_turnover_12m,gst_turnover_growth_yoy,gst_filing_delay_count_6m,gstr1_vs_3b_mismatch_pct,itc_to_sales_ratio,nil_return_count_12m,sudden_turnover_spike_flag,gst_registration_age_years,gst_status,buyer_concentration_top2_pct,supplier_concentration_top2_pct,eway_bill_mismatch_flag,avg_monthly_bank_credit_6m,avg_monthly_bank_debit_6m,bank_credit_to_gst_sales_ratio,cash_deposit_ratio,avg_monthly_balance,inward_return_count_6m,outward_return_count_6m,upi_pos_collection_ratio,cashflow_volatility_score,debt_service_coverage_proxy,monthly_surplus_ratio,bureau_score,bureau_enquiry_count_3m,existing_loan_count,total_obligation,unsecured_loan_exposure,bureau_dpd_last_12m,credit_vintage_years,epfo_employee_count,epfo_employee_count_change_6m,salary_payment_regularity_score,cam_remarks,fi_remarks,rcu_remarks,collection_remarks,stock_inspection_remarks,stress_12m,growth_need_12m
REC0002692,B100336,MSME Enterprise 00336,Trader,Pvt Ltd,Food Processing,Rajkot,8.4,Cash Credit,1230606.0,424341.0,Yes,No,Food Processing-Rajkot,Food Processing-Rajkot-BUYER3,4,0,4,0,0,0,100.0,18.7,0.0,6.13,0.8,-6.8,Standard,3522872.0,30.2,0,3.2,0.572,1,0,7.9,Active,11.5,25.5,0,262434.0,246219.0,0.894,0.112,26487.0,0,0,0.685,20.8,1.76,0.138,784,0,1,720262.0,255996.0,5,7.9,8,3.4,90.6,promoter conduct satisfactory.,business premises verified and active.,documents verified genuine.,cheque returned for insufficient funds.,stock statement matches book records.,0,1
REC0002693,B100336,MSME Enterprise 00336,Trader,Pvt Ltd,Food Processing,Rajkot,8.4,Cash Credit,1230606.0,424341.0,Yes,No,Food Processing-Rajkot,Food Processing-Rajkot-BUYER3,5,0,2,0,0,0,100.0,0.0,11.1,3.77,8.3,-7.0,Standard,2792933.0,-4.7,0,8.3,0.357,0,0,7.9,Active,43.1,37.8,0,215797.0,188244.0,0.927,0.112,15878.0,0,1,0.699,12.9,1.75,0.171,682,3,0,552830.0,159528.0,2,5.7,2,23.1,90.3,adequate liquidity maintained.,unit operational with visible activity.,no adverse RCU observation; discrepancy noted in KYC documents.,EMI realised on due date.,stock verified and found adequate.,0,1
REC0002694,B100336,MSME Enterprise 00336,Trader,Pvt Ltd,Food Processing,Rajkot,8.4,Cash Credit,1230606.0,424341.0,Yes,No,Food Processing-Rajkot,Food Processing-Rajkot-BUYER3,6,0,0,0,0,0,100.0,13.9,11.0,2.35,-1.4,-2.6,Standard,1592104.0,18.7,0,3.6,0.393,0,0,8.1,Active,31.7,13.1,0,140072.0,132466.0,1.056,0.282,11424.0,0,0,0.623,47.6,1.06,0.239,714,2,2,487015.0,60935.0,4,6.2,7,-10.9,92.4,financials in line with projections.,stock levels found adequate.,common email id linked to multiple applicants; RCU noted common mobile number with other entities.,cheque returned for insufficient funds.,stock audit found no discrepancy.,0,0
REC0002695,B100336,MSME Enterprise 00336,Trader,Pvt Ltd,Food Processing,Rajkot,8.4,Cash Credit,1230606.0,424341.0,Yes,No,Food Processing-Rajkot,Food Processing-Rajkot-BUYER3,7,0,3,0,1,1,100.0,12.0,22.1,5.45,-0.1,-0.3,Standard,4179824.0,6.0,0,3.6,0.558,0,0,7.0,Active,19.0,42.2,0,302802.0,306121.0,0.869,0.118,11392.0,0,0,0.599,12.6,1.13,0.141,653,1,0,686995.0,129210.0,2,7.7,16,-21.0,98.3,financials in line with projections; declining turnover trend observed.,unit operational with visible activity.,no adverse RCU observation.,no follow up required this month.,stock verified and found adequate.,0,0
REC0002696,B100337,MSME Enterprise 00337,Existing,Proprietorship,Gems & Jewellery,Ludhiana,4.5,CGTMSE,3728587.0,1565208.0,Yes,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,0,0,10,3,0,0,79.8,47.3,83.8,7.97,7.3,-0.9,Standard,8649849.0,-5.3,0,7.0,0.682,2,0,3.6,Active,31.4,53.9,0,585010.0,549891.0,0.812,0.304,34424.0,0,1,0.367,49.0,1.97,-0.094,638,3,3,313042.0,125374.0,10,3.8,21,1.3,80.3,business running satisfactorily.,shop found closed during visit; frequent promise to pay noted.,no adverse RCU observation.,borrower unreachable on registered number.,stock not matching book records; stock verified and found adequate.,0,0
REC0002697,B100337,MSME Enterprise 00337,Existing,Proprietorship,Gems & Jewellery,Ludhiana,4.5,CGTMSE,3728587.0,1565208.0,Yes,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,1,1,5,0,0,1,95.2,64.0,56.6,10.28,7.0,4.8,SMA-0,8488266.0,3.1,1,18.8,0.594,1,0,4.5,Active,47.4,31.9,0,719535.0,627728.0,1.017,0.156,500.0,0,0,0.398,30.9,1.75,0.108,693,4,4,1963576.0,559953.0,6,4.4,7,-3.7,79.6,financials in line with projections.,stock levels found adequate.,documents verified genuine; address verification inconclusive.,frequent promise to pay.,stock audit found no discrepancy.,0,1
REC0002698,B100337,MSME Enterprise 00337,Existing,Proprietorship,Gems & Jewellery,Ludhiana,4.5,CGTMSE,3728587.0,1565208.0,Yes,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,2,1,3,1,1,0,88.8,55.4,48.4,9.71,11.1,8.6,SMA-0,6702764.0,13.9,1,3.5,0.579,1,0,3.8,Active,37.3,13.7,0,500603.0,482113.0,0.896,0.221,23428.0,0,0,0.215,47.6,1.37,0.183,689,1,1,2357163.0,543725.0,4,3.3,17,-16.4,99.0,promoter conduct satisfactory.,stock levels found adequate.,RCU noted common mobile number with other entities.,borrower unreachable on registered number; repayment conduct satisfactory.,stock audit found no discrepancy.,0,0
REC0002699,B100337,MSME Enterprise 00337,Existing,Proprietorship,Gems & Jewellery,Ludhiana,4.5,CGTMSE,3728587.0,1565208.0,Yes,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,3,0,4,0,0,0,100.0,44.9,73.6,9.11,1.4,3.1,Standard,8469941.0,-18.5,1,0.0,0.383,0,0,4.0,Active,36.1,39.8,0,738975.0,707843.0,1.047,0.4,58597.0,1,1,0.413,22.4,1.0,0.064,700,3,3,2112322.0,565406.0,5,3.9,6,-3.9,84.8,repayment track record satisfactory.,unit operational with visible activity.,no adverse RCU observation.,cheque returned for insufficient funds; EMI realised on due date.,stock ageing beyond acceptable limits.,0,0
REC0002700,B100337,MSME Enterprise 00337,Existing,Proprietorship,Gems & Jewellery,Ludhiana,4.5,CGTMSE,3728587.0,1565208.0,Yes,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,4,0,2,1,1,0,95.1,55.7,56.3,4.32,5.0,1.8,Standard,12762160.0,9.5,2,12.4,0.617,1,1,3.1,Active,44.4,45.2,0,1134220.0,1027909.0,1.066,0.182,107976.0,0,0,0.65,16.1,1.33,0.149,708,0,0,1837781.0,984685.0,2,4.2,12,13.5,91.0,business running satisfactorily.,stock levels found adequate.,RCU noted common mobile number with other entities; no linkage with other defaulting entities found.,borrower proactively regularised dues.,inventory levels healthy and moving.,0,0
REC0002701,B100337,MSME Enterprise 00337,Existing,Proprietorship,Gems & Jewellery,Ludhiana,4.5,CGTMSE,3728587.0,1565208.0,Yes,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,5,0,3,0,0,0,97.0,52.6,40.2,5.04,-2.7,3.1,Standard,9712310.0,-1.9,1,5.3,0.522,0,0,4.1,Active,58.2,29.7,0,706031.0,629356.0,0.872,0.206,23417.0,0,1,0.383,39.4,1.48,-0.09,805,0,1,1223271.0,203457.0,4,4.1,11,8.8,98.0,adequate liquidity maintained.,field investigation found no adverse observation.,common email id linked to multiple applicants.,repayment conduct satisfactory.,stock audit found no discrepancy.,0,0
REC0002702,B100337,MSME Enterprise 00337,Existing,Proprietorship,Gems & Jewellery,Ludhiana,4.5,CGTMSE,3728587.0,1565208.0,Yes,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,6,0,1,0,0,0,100.0,25.9,7.6,1.73,-7.9,-3.4,Standard,12731392.0,7.4,1,7.0,0.542,0,0,3.5,Active,35.8,26.8,0,1076377.0,1116118.0,1.015,0.02,14277.0,0,0,0.278,14.4,0.89,0.211,709,0,2,1996403.0,548219.0,3,3.4,31,-4.0,97.5,buyer base concentrated with top two buyers.,stock levels found adequate.,documents verified genuine.,borrower proactively regularised dues.,stock statement matches book records.,0,0
REC0002703,B100337,MSME Enterprise 00337,Existing,Proprietorship,Gems & Jewellery,Ludhiana,4.5,CGTMSE,3728587.0,1565208.0,Yes,No,Gems & Jewellery-Ludhiana,Gems & Jewellery-Ludhiana-BUYER3,7,0,9,1,0,1,96.4,43.2,65.5,5.61,-2.5,-2.1,Standard,12150741.0,15.2,1,0.0,0.46,2,0,3.9,Active,33.6,45.5,0,517882.0,492389.0,0.511,0.218,8517.0,0,0,0.377,39.6,0.8,0.043,639,2,1,2044546.0,26327.0,8,3.9,12,-7.6,94.6,declining turnover trend observed.,frequent promise to pay noted.,identity and address cross-verified.,no follow up required this month.,stock audit found no discrepancy.,0,0
REC0002704,B100338,MSME Enterprise 00338,Trader,Pvt Ltd,Food Processing,Coimbatore,6.5,Working Capital,2869155.0,364580.0,Yes,No,Food Processing-Coimbatore,Food Processing-Coimbatore-BUYER3,0,0,5,1,1,0,83.4,48.0,49.3,12.42,11.9,-4.8,Standard,4112084.0,-11.8,0,10.1,0.43,0,0,6.4,Active,45.7,55.5,0,312355.0,341485.0,0.912,0.289,10869.0,1,0,0.095,32.9,2.0,0.023,732,0,1,589114.0,124808.0,6,4.2,4,-6.5,85.1,repayment track record satisfactory; declining turnover trend observed.,unit operational with visible activity.,no linkage with other defaulting entities found.,borrower proactively regularised dues.,stock ageing beyond acceptable limits.,0,0
REC0002705,B100338,MSME Enterprise 00338,Trader,Pvt Ltd,Food Processing,Coimbatore,6.5,Working Capital,2869155.0,364580.0,Yes,No,Food Processing-Coimbatore,Food Processing-Coimbatore-BUYER3,1,0,0,0,1,0,100.0,49.6,20.9,5.51,5.4,0.7,Standard,9113698.0,-8.5,1,5.9,0.426,1,0,5.7,Active,46.8,18.3,0,612713.0,566157.0,0.807,0.068,24214.0,0,0,0.665,14.4,0.99,-0.004,628,0,2,789641.0,203827.0,2,4.2,15,4.0,100.0,adequate liquidity maintained.,business premises verified and active.,no linkage with other defaulting entities found.,borrower proactively regularised dues.,stock verified and found adequate; stock verification could not be completed.,0,0
REC0002706,B100338,MSME Enterprise 00338,Trader,Pvt Ltd,Food Processing,Coimbatore,6.5,Working Capital,2869155.0,364580.0,Yes,No,Food Processing-Coimbatore,Food Processing-Coimbatore-BUYER3,2,0,4,0,0,0,92.2,61.1,77.6,9.79,9.8,1.4,Standard,3525198.0,11.4,0,6.9,0.642,2,0,5.8,Active,32.1,22.8,0,176323.0,134488.0,0.6,0.382,8901.0,0,0,0.374,32.5,1.25,-0.14,645,2,1,436774.0,102439.0,5,6.1,8,-3.6,82.8,promoter conduct satisfactory.,unit operations appear scaled down; field investigation found no adverse observation.,no linkage with other defaulting entities found.,EMI realised on due date.,stock verification could not be completed.,0,1
REC0002707,B100338,MSME Enterprise 00338,Trader,Pvt Ltd,Food Processing,Coimbatore,6.5,Working Capital,2869155.0,364580.0,Yes,No,Food Processing-Coimbatore,Food Processing-Coimbatore-BUYER3,3,2,7,2,0,1,80.8,47.6,55.6,7.67,9.4,6.1,SMA-0,8622342.0,-11.6,1,8.7,0.736,4,0,6.3,Active,51.3,59.8,0,450731.0,414844.0,0.627,0.323,21320.0,0,1,0.43,37.1,1.3,0.074,566,1,1,373468.0,118203.0,7,4.6,8,-8.5,70.6,promoter conduct satisfactory; declining turnover trend observed.,field investigation found no adverse observation; shop found closed during visit.,no linkage with other defaulting entities found.,EMI realised on due date.,stock statement matches book records.,0,0
REC0002708,B100338,MSME Enterprise 00338,Trader,Pvt Ltd,Food Processing,Coimbatore,6.5,Working Capital,2869155.0,364580.0,Yes,No,Food Processing-Coimbatore,Food Processing-Coimbatore-BUYER3,4,0,2,0,2,1,100.0,47.2,38.2,3.6,2.0,0.4,Standard,5085027.0,3.4,0,3.0,0.513,0,0,5.6,Active,49.7,8.9,0,307838.0,315714.0,0.726,0.109,15721.0,0,0,0.54,18.8,0.79,0.156,756,2,0,355922.0,42776.0,2,4.4,14,13.9,100.0,business running satisfactorily.,unit operations appear scaled down.,no linkage with other defaulting entities found.,frequent promise to pay; cheque returned for insufficient funds.,stock not matching book records.,0,0
REC0002709,B100338,MSME Enterprise 00338,Trader,Pvt Ltd,Food Processing,Coimbatore,6.5,Working Capital,2869155.0,364580.0,Yes,No,Food Processing-Coimbatore,Food Processing-Coimbatore-BUYER3,5,1,7,2,1,0,76.8,65.5,63.5,12.21,14.3,5.4,SMA-0,4065898.0,-9.2,3,13.6,1.047,0,1,5.6,Active,49.2,32.8,0,166507.0,149179.0,0.491,0.114,7279.0,0,1,0.489,65.3,0.39,-0.113,625,4,1,564910.0,234830.0,8,4.0,24,-18.8,65.8,cash flow stress visible.,shop found closed during visit; technical report indicates property access issue.,documents verified genuine.,repayment conduct satisfactory; cheque returned for insufficient funds; frequent promise to pay.,stock ageing beyond acceptable limits; stock statement matches book records.,0,0
REC0002710,B100338,MSME Enterprise 00338,Trader,Pvt Ltd,Food Processing,Coimbatore,6.5,Working Capital,2869155.0,364580.0,Yes,No,Food Processing-Coimbatore,Food Processing-Coimbatore-BUYER3,6,1,6,4,1,1,76.5,72.3,46.2,5.67,7.0,-1.8,SMA-0,9640875.0,-0.2,0,4.8,0.576,2,0,6.1,Active,43.5,49.1,0,700448.0,579536.0,0.872,0.398,23250.0,0,1,0.098,43.8,1.73,0.065,685,6,2,340804.0,38576.0,6,5.7,6,-8.3,96.5,promoter conduct satisfactory; declining turnover trend observed.,unit operational with visible activity.,documents verified genuine.,repayment conduct satisfactory.,stock statement matches book records.,0,0
REC0002711,B100338,MSME Enterprise 00338,Trader,Pvt Ltd,Food Processing,Coimbatore,6.5,Working Capital,2869155.0,364580.0,Yes,No,Food Processing-Coimbatore,Food Processing-Coimbatore-BUYER3,7,0,9,2,1,0,80.8,70.2,56.1,10.45,11.5,1.3,Standard,5093162.0,-17.1,1,16.3,0.487,0,0,6.0,Active,36.3,57.8,0,339639.0,292691.0,0.8,0.394,500.0,0,0,0.408,47.9,0.88,-0.117,609,3,1,519287.0,248561.0,8,5.0,109,-10.2,85.6,business running satisfactorily.,technical report indicates property access issue; unit operational with visible activity.,documents verified genuine.,borrower unreachable on registered number; part payment received after repeated follow up; borrower proactively regularised dues.,stock verified and found adequate; stock ageing beyond acceptable limits.,0,0
REC0002712,B100339,MSME Enterprise 00339,Thin-file,Proprietorship,Textile,Jaipur,8.9,Term Loan,3449076.0,1052063.0,Yes,No,Textile-Jaipur,Textile-Jaipur-BUYER2,0,0,11,2,1,0,83.6,70.1,67.6,8.33,6.3,-0.9,Standard,9754219.0,-14.9,0,8.4,0.557,1,0,8.3,Active,44.2,32.7,0,403195.0,355241.0,0.496,0.504,24023.0,1,0,0.262,31.5,1.22,-0.133,751,4,3,2253236.0,857515.0,14,8.8,49,-10.4,100.0,adequate liquidity maintained; buyer base concentrated with top two buyers.,unit operations appear scaled down; field investigation found no adverse observation.,no linkage with other defaulting entities found.,frequent promise to pay; cheque returned for insufficient funds.,stock verified and found adequate.,0,0
REC0002713,B100339,MSME Enterprise 00339,Thin-file,Proprietorship,Textile,Jaipur,8.9,Term Loan,3449076.0,1052063.0,Yes,No,Textile-Jaipur,Textile-Jaipur-BUYER2,1,0,10,1,0,1,75.9,66.9,71.5,21.09,13.9,3.8,Standard,9406103.0,-12.8,0,13.1,0.674,4,0,7.4,Active,57.5,63.0,0,287927.0,284000.0,0.367,0.518,11958.0,0,3,0.41,70.2,0.58,-0.269,527,4,0,1718104.0,491705.0,10,7.8,29,-25.9,61.8,related party transactions suspected.,field investigation found no adverse observation.,no linkage with other defaulting entities found.,cheque returned for insufficient funds; EMI realised on due date.,stock ageing beyond acceptable limits; obsolete stock observed during inspection.,0,0
REC0002714,B100339,MSME Enterprise 00339,Thin-file,Proprietorship,Textile,Jaipur,8.9,Term Loan,3449076.0,1052063.0,Yes,No,Textile-Jaipur,Textile-Jaipur-BUYER2,2,1,10,2,2,0,77.4,54.8,73.1,11.81,21.0,3.1,SMA-0,8091348.0,-20.4,0,12.7,0.783,1,0,8.0,Active,67.7,57.5,0,418839.0,420760.0,0.621,0.6,21339.0,0,1,0.02,64.8,1.76,0.053,580,1,4,317177.0,206195.0,11,7.5,22,-9.3,54.8,business running satisfactorily; cash flow stress visible; related party transactions suspected.,unit operations appear scaled down.,common email id linked to multiple applicants.,part payment received after repeated follow up; borrower proactively regularised dues.,inventory levels healthy and moving.,0,0
REC0002715,B100339,MSME Enterprise 00339,Thin-file,Proprietorship,Textile,Jaipur,8.9,Term Loan,3449076.0,1052063.0,Yes,No,Textile-Jaipur,Textile-Jaipur-BUYER2,3,0,14,0,2,3,79.2,68.8,57.1,14.95,25.6,7.9,Standard,7575848.0,-14.7,2,14.0,0.793,0,0,8.6,Active,53.0,52.4,0,468557.0,392515.0,0.742,0.303,33281.0,1,0,0.302,47.7,0.69,-0.068,623,2,2,1042858.0,442627.0,14,8.8,21,-25.1,72.1,financials in line with projections.,shop found closed during visit.,documents verified genuine.,repayment conduct satisfactory; borrower unreachable on registered number.,stock verified and found adequate.,0,0
REC0002716,B100339,MSME Enterprise 00339,Thin-file,Proprietorship,Textile,Jaipur,8.9,Term Loan,3449076.0,1052063.0,Yes,No,Textile-Jaipur,Textile-Jaipur-BUYER2,4,0,10,1,1,0,87.1,74.9,43.4,7.4,13.2,1.8,Standard,5699830.0,-2.1,2,22.2,0.558,4,0,8.3,Active,52.3,33.2,0,244710.0,223082.0,0.515,0.484,9976.0,0,0,0.339,48.3,1.02,-0.128,591,1,1,1666769.0,564038.0,9,7.7,8,-15.8,68.7,buyer base concentrated with top two buyers; cash flow stress visible.,unit operational with visible activity; unit operations appear scaled down.,discrepancy noted in KYC documents.,cheque returned for insufficient funds.,stock ageing beyond acceptable limits; stock verification could not be completed.,0,0
REC0002717,B100339,MSME Enterprise 00339,Thin-file,Proprietorship,Textile,Jaipur,8.9,Term Loan,3449076.0,1052063.0,Yes,No,Textile-Jaipur,Textile-Jaipur-BUYER2,5,0,6,3,0,1,77.6,86.7,72.6,7.97,16.7,6.0,Standard,5654133.0,-10.1,2,21.8,0.759,2,0,8.6,Active,49.1,53.6,0,290305.0,294748.0,0.616,0.541,2256.0,2,2,0.246,45.1,0.62,-0.085,567,7,2,1202991.0,563979.0,6,8.5,17,-19.8,59.0,declining turnover trend observed; business running satisfactorily.,field investigation found no adverse observation.,discrepancy noted in KYC documents; no adverse RCU observation.,part payment received after repeated follow up.,stock not matching book records; stock statement matches book records.,1,0
REC0002718,B100339,MSME Enterprise 00339,Thin-file,Proprietorship,Textile,Jaipur,8.9,Term Loan,3449076.0,1052063.0,Yes,No,Textile-Jaipur,Textile-Jaipur-BUYER2,6,1,23,3,1,2,63.4,90.1,90.8,20.35,14.7,1.0,SMA-0,7394138.0,-27.3,2,24.2,0.783,1,0,8.2,Active,86.5,53.7,0,354124.0,342391.0,0.575,0.545,500.0,1,3,0.385,75.3,0.43,-0.5,464,6,3,1976200.0,936677.0,22,7.2,7,-33.9,48.7,financials in line with projections.,technical report indicates property access issue; unit operational with visible activity; unit operations appear scaled down.,documents verified genuine.,EMI realised on due date.,stock verification could not be completed; stock not matching book records.,0,0
REC0002719,B100339,MSME Enterprise 00339,Thin-file,Proprietorship,Textile,Jaipur,8.9,Term Loan,3449076.0,1052063.0,Yes,No,Textile-Jaipur,Textile-Jaipur-BUYER2,7,3,16,2,1,1,73.5,81.9,66.1,15.84,21.4,5.0,SMA-0,9533974.0,-35.3,0,17.4,0.936,0,0,8.1,Active,17.9,64.1,0,562398.0,494048.0,0.708,0.587,35377.0,0,0,0.137,67.9,0.75,-0.206,563,5,4,1490754.0,827537.0,16,7.5,5,-22.6,58.4,adequate liquidity maintained.,shop found closed during visit.,documents verified genuine.,part payment received after repeated follow up; repayment conduct satisfactory.,stock verification could not be completed; stock ageing beyond acceptable limits; stock audit found no discrepancy.,0,0
REC0002720,B100340,MSME Enterprise 00340,Trader,Pvt Ltd,Engineering,Mumbai,2.0,Cash Credit,4567791.0,808469.0,Yes,No,Engineering-Mumbai,Engineering-Mumbai-BUYER3,0,0,5,1,0,1,93.9,64.8,67.1,6.23,3.2,-0.2,Standard,8692877.0,10.5,0,3.4,0.605,0,1,1.8,Active,28.6,32.3,0,509956.0,424580.0,0.704,0.303,11035.0,0,1,0.435,40.9,1.51,-0.011,664,1,2,692549.0,304915.0,7,1.2,6,4.7,84.5,declining turnover trend observed.,field investigation found no adverse observation; frequent promise to pay noted.,common email id linked to multiple applicants; identity and address cross-verified.,no follow up required this month.,stock ageing beyond acceptable limits; stock verification could not be completed; stock statement matches book records.,0,0
REC0002721,B100340,MSME Enterprise 00340,Trader,Pvt Ltd,Engineering,Mumbai,2.0,Cash Credit,4567791.0,808469.0,Yes,No,Engineering-Mumbai,Engineering-Mumbai-BUYER3,1,0,5,2,1,1,88.2,87.0,67.2,7.7,5.7,1.6,Standard,12085775.0,21.5,0,5.8,0.583,1,0,1.7,Active,36.9,43.9,0,704464.0,690853.0,0.699,0.02,43799.0,2,0,0.479,33.4,0.77,0.059,701,5,2,1031515.0,420680.0,8,2.0,15,2.4,80.2,adequate liquidity maintained.,business premises verified and active.,address verification inconclusive.,no follow up required this month.,stock not matching book records; stock verification could not be completed.,0,0
REC0002722,B100340,MSME Enterprise 00340,Trader,Pvt Ltd,Engineering,Mumbai,2.0,Cash Credit,4567791.0,808469.0,Yes,No,Engineering-Mumbai,Engineering-Mumbai-BUYER3,2,1,6,1,1,2,94.9,86.7,79.0,7.89,0.9,-0.2,SMA-0,12545678.0,5.3,0,4.3,0.671,2,0,1.8,Active,47.7,53.4,0,913795.0,891675.0,0.874,0.336,86884.0,1,0,0.295,31.8,1.13,0.338,726,1,3,1462325.0,200825.0,5,1.5,8,-5.7,85.7,related party transactions suspected.,field investigation found no adverse observation.,no linkage with other defaulting entities found.,repayment conduct satisfactory.,stock statement matches book records.,0,0
REC0002723,B100340,MSME Enterprise 00340,Trader,Pvt Ltd,Engineering,Mumbai,2.0,Cash Credit,4567791.0,808469.0,Yes,No,Engineering-Mumbai,Engineering-Mumbai-BUYER3,3,0,4,0,1,1,89.6,48.4,58.5,11.96,11.1,3.1,Standard,6928369.0,-5.5,1,12.9,0.794,1,0,0.7,Active,48.4,27.9,0,500140.0,487876.0,0.866,0.165,17313.0,0,0,0.284,44.8,1.17,0.06,626,2,2,1508738.0,399895.0,4,1.9,5,-1.1,84.8,buyer base concentrated with top two buyers.,stock levels found adequate.,address verification inconclusive; RCU noted common mobile number with other entities.,frequent promise to pay.,stock verified and found adequate; stock verification could not be completed.,0,0
REC0002724,B100340,MSME Enterprise 00340,Trader,Pvt Ltd,Engineering,Mumbai,2.0,Cash Credit,4567791.0,808469.0,Yes,No,Engineering-Mumbai,Engineering-Mumbai-BUYER3,4,0,4,0,2,0,95.6,80.9,57.6,7.51,0.9,2.2,Standard,15348107.0,9.5,0,7.0,0.754,3,0,1.4,Active,37.3,60.8,0,1288727.0,1263276.0,1.008,0.204,53987.0,1,1,0.348,38.6,0.69,0.139,666,1,1,1315254.0,398219.0,3,1.4,10,-23.3,95.5,repayment track record satisfactory.,technical report indicates property access issue.,no adverse RCU observation.,frequent promise to pay; EMI realised on due date.,obsolete stock observed during inspection.,0,0
REC0002725,B100340,MSME Enterprise 00340,Trader,Pvt Ltd,Engineering,Mumbai,2.0,Cash Credit,4567791.0,808469.0,Yes,No,Engineering-Mumbai,Engineering-Mumbai-BUYER3,5,0,6,1,1,1,74.6,78.8,65.4,14.78,22.8,-3.5,Standard,8966572.0,-28.6,0,19.3,0.387,1,1,0.9,Active,51.9,62.3,0,533008.0,523445.0,0.713,0.49,25625.0,0,0,0.399,60.8,0.69,-0.344,591,4,1,1404169.0,694528.0,7,1.8,6,-10.6,72.4,related party transactions suspected; buyer base concentrated with top two buyers.,frequent promise to pay noted; technical report indicates property access issue.,no linkage with other defaulting entities found.,EMI realised on due date.,stock verification could not be completed.,0,0
REC0002726,B100340,MSME Enterprise 00340,Trader,Pvt Ltd,Engineering,Mumbai,2.0,Cash Credit,4567791.0,808469.0,Yes,No,Engineering-Mumbai,Engineering-Mumbai-BUYER3,6,0,5,1,1,0,76.4,90.4,99.4,14.73,11.7,0.6,Standard,5790805.0,0.6,1,17.9,0.511,1,0,1.9,Active,57.2,45.1,0,358289.0,327391.0,0.742,0.331,22967.0,0,0,0.131,67.7,1.31,-0.038,615,2,4,1275011.0,549250.0,7,1.4,5,-12.2,67.0,declining turnover trend observed.,frequent promise to pay noted.,no adverse RCU observation; discrepancy noted in KYC documents.,borrower unreachable on registered number.,stock ageing beyond acceptable limits; stock not matching book records.,0,0
REC0002727,B100340,MSME Enterprise 00340,Trader,Pvt Ltd,Engineering,Mumbai,2.0,Cash Credit,4567791.0,808469.0,Yes,No,Engineering-Mumbai,Engineering-Mumbai-BUYER3,7,4,12,0,2,2,74.6,101.8,98.8,18.26,26.6,6.1,SMA-0,11812370.0,-19.2,1,22.3,0.932,5,0,1.3,Active,63.5,71.1,0,400738.0,377738.0,0.407,0.687,500.0,3,0,0.428,68.8,0.68,-0.284,579,7,4,1048952.0,587037.0,13,1.8,6,-13.9,46.3,repayment track record satisfactory.,technical report indicates property access issue; unit operations appear scaled down; stock levels found adequate.,identity and address cross-verified.,cheque returned for insufficient funds; borrower unreachable on registered number.,stock not matching book records; inventory levels healthy and moving.,0,0
REC0002728,B100341,MSME Enterprise 00341,Thin-file,Partnership,Gems & Jewellery,Ahmedabad,1.6,Cash Credit,2077194.0,1207254.0,Yes,No,Gems & Jewellery-Ahmedabad,Gems & Jewellery-Ahmedabad-BUYER3,0,0,0,0,0,1,100.0,45.3,36.1,6.12,1.8,-3.7,Standard,2790708.0,-8.9,0,0.0,0.541,1,0,1.3,Active,32.3,35.5,0,204694.0,193519.0,0.88,0.39,6128.0,0,0,0.59,48.7,1.34,0.248,741,0,0,1527553.0,380238.0,2,1.4,7,20.5,85.3,promoter conduct satisfactory.,stock levels found adequate.,no linkage with other defaulting entities found.,repayment conduct satisfactory.,stock verified and found adequate.,0,0
REC0002729,B100341,MSME Enterprise 00341,Thin-file,Partnership,Gems & Jewellery,Ahmedabad,1.6,Cash Credit,2077194.0,1207254.0,Yes,No,Gems & Jewellery-Ahmedabad,Gems & Jewellery-Ahmedabad-BUYER3,1,0,2,0,0,1,100.0,45.0,26.5,4.33,0.6,1.0,Standard,5712993.0,7.8,1,1.6,0.524,1,0,1.1,Active,37.8,43.5,0,456580.0,426363.0,0.959,0.099,37067.0,0,0,0.36,19.3,0.95,0.022,757,0,0,661677.0,226772.0,1,1.6,4,10.0,100.0,adequate liquidity maintained.,business premises verified and active.,identity and address cross-verified.,EMI realised on due date.,stock statement matches book records.,0,0
